Date,Log
2018-07-30 20:26:07.792030,Save completed.
2018-07-31 15:27:03.708209,1 World selected.
2018-07-31 15:27:08.698965,0 World selected.
2018-07-31 15:27:08.698965,1 World selected.
2018-07-31 15:27:13.703585,0 World selected.
2018-07-31 15:27:14.704297,1 World selected.
2018-07-31 15:27:41.763998,Fate Extra Last Encore- Irusterias Tendouron Installed on AMORPHOUS SAPIENTIA.
2018-07-31 15:27:58.855190,1 World selected.
2018-07-31 15:28:05.847191,Fate Extra Last Encore- Irusterias Tendouron populated with 1 Fragments.
2018-07-31 15:28:07.853797,1 Fragment Uninstalled.
2018-07-31 15:28:20.847059,Fate Extra Last Encore- Irusterias Tendouron Installed.
2018-07-31 15:28:59.855103,1 World selected.
2018-07-31 15:29:13.853153,Fate Stay Night Movie Installed on AMORPHOUS SAPIENTIA.
2018-07-31 15:29:15.852574,1 World selected.
2018-07-31 15:29:16.852255,2 Worlds selected.
2018-07-31 15:29:18.852886,Please select a world to Combine with.
2018-07-31 15:29:33.846878,2 Worlds succesfully combined into Fate Stay Night Movie.
2018-07-31 15:29:42.844755,1 World selected.
2018-07-31 15:30:09.247685,Save completed.
2018-08-01 08:39:06.618433,Save completed.
2018-08-01 08:54:29.751606,Save completed.
2018-08-01 22:38:49.513433,Commencing Fragmentation: Karakai Jouzu no Takagi-san Episode 10
2018-08-01 23:06:03.258214,Commencing Fragmentation: Karakai Jouzu no Takagi-san Episode 11
2018-08-01 23:29:55.838294,Commencing Fragmentation: Karakai Jouzu no Takagi-san Episode 12
2018-08-01 23:53:46.797145,Karakai Jouzu no Takagi-san conquered.
2018-08-01 23:53:49.798338,Save completed.
2018-08-02 21:20:48.811535,Commencing Fragmentation: Kimi Ga Nozomu Eien Episode 4
2018-08-02 21:44:27.213883,Commencing Fragmentation: Kimi Ga Nozomu Eien Episode 5
2018-08-02 22:13:11.656599,Commencing Fragmentation: Kimi Ga Nozomu Eien Episode 6
2018-08-02 22:40:02.898206,Commencing Fragmentation: Kimi Ga Nozomu Eien Episode 7
2018-08-02 23:04:52.095275,Commencing Fragmentation: Kimi Ga Nozomu Eien Episode 8
2018-08-02 23:36:36.234789,Commencing Fragmentation: Kimi Ga Nozomu Eien Episode 9
2018-08-03 00:00:12.677991,Commencing Fragmentation: Kimi Ga Nozomu Eien Episode 10
2018-08-03 00:23:43.303430,Commencing Fragmentation: Kimi Ga Nozomu Eien Episode 11
2018-08-03 00:52:31.115898,Commencing Fragmentation: Kimi Ga Nozomu Eien Episode 12
2018-08-03 01:16:04.947162,Commencing Fragmentation: Kimi Ga Nozomu Eien Episode 13
2018-08-03 01:39:37.435855,Commencing Fragmentation: Kimi Ga Nozomu Eien Episode 14
2018-08-03 02:07:24.106437,Save completed.
2018-08-03 02:07:26.165699,Copied World: Kimi Ga Nozomu Eien
2018-08-03 02:13:27.577800,Commencing Rebuild.
2018-08-03 02:13:27.577800,Rebuild successful.
2018-08-03 02:13:52.833985,Kimi Ga Nozomu Eien conquered.
2018-08-03 02:13:54.833407,Save completed.
2018-08-03 03:40:50.489754,Copied World: Kyousougiga
2018-08-03 03:42:56.575967,Commencing Fragmentation: Kyousougiga (TV) Episode 1
2018-08-03 04:08:47.066093,Kyousougiga added to Fragmentations List.
2018-08-03 04:08:49.120649,Save completed.
2018-08-03 20:04:25.059562,Path not found.
2018-08-03 20:04:40.044211,Path not found.
2018-08-03 20:05:47.006220,Commencing Rebuild.
2018-08-03 20:05:47.006220,Rebuild successful.
2018-08-03 20:08:43.288626,Commencing Fragmentation: Kyousougiga (TV) Episode 5.5
2018-08-03 20:09:07.347162,Commencing Fragmentation: Kyousougiga (TV) Episode 0
2018-08-03 20:09:15.359985,Commencing Fragmentation: Kyousougiga (TV) Episode 10.5
2018-08-03 20:11:40.425404,Kyousougiga (2012) Installed on OUTER SAPIENTIA.
2018-08-03 20:12:13.477776,1 World selected.
2018-08-03 20:12:57.850004,Commencing Fragmentation: Kyousougiga (2012) Episode 1
2018-08-03 20:12:57.850004,Selected Fragment is unavailable.
2018-08-03 20:12:58.848713,Ready to materialize (mp4): Kyousougiga (2012) Episode 1
2018-08-03 20:14:46.837313,Commencing Fragmentation: Kyousougiga (2012) Episode 2
2018-08-03 20:14:46.837313,Selected Fragment is unavailable.
2018-08-03 20:14:47.836224,Ready to materialize (mp4): Kyousougiga (2012) Episode 2
2018-08-03 20:19:11.946149,1 World selected.
2018-08-03 20:19:13.943715,1 Worlds Uninstalled.
2018-08-03 20:19:52.935435,Commencing Rebuild.
2018-08-03 20:19:52.935435,Rebuild successful.
2018-08-03 20:20:05.342780,Save completed.
2018-08-03 21:15:47.876310,Commencing Fragmentation: Kyousougiga (TV) Episode 2
2018-08-03 21:41:36.625824,Copied World: Kyousougiga
2018-08-03 21:47:52.485545,Commencing Fragmentation: Kyousougiga (TV) Episode 3
2018-08-03 22:14:11.246372,Save completed.
2018-08-03 22:47:08.138038,Commencing Fragmentation: Kyousougiga (TV) Episode 4
2018-08-03 23:12:58.849262,Commencing Fragmentation: Kyousougiga (TV) Episode 5
2018-08-03 23:46:46.966343,Commencing Fragmentation: Kyousougiga (TV) Episode 6
2018-08-04 00:13:12.078115,Commencing Fragmentation: Kyousougiga (TV) Episode 7
2018-08-04 00:39:31.765498,Save completed.
2018-08-04 00:39:46.836614,Commencing Fragmentation: Kyousougiga
2018-08-04 01:28:54.375684,Yozakura Quartet added to Fragmentations List.
2018-08-04 01:29:03.369095,Save completed.
2018-08-04 21:22:58.213692,Commencing Fragmentation: Kyousougiga (TV) Episode 8
2018-08-04 21:22:58.213692,Selected Fragment is unavailable.
2018-08-04 21:23:18.194342,Commencing Fragmentation: Kyousougiga (TV) Episode 8
2018-08-04 21:49:21.472075,Commencing Fragmentation: Kyousougiga (TV) Episode 9
2018-08-04 22:15:25.366277,Commencing Fragmentation: Kyousougiga (TV) Episode 10
2018-08-04 22:41:51.976492,Kyousougiga conquered.
2018-08-04 22:41:54.978646,Save completed.
2018-08-04 23:30:59.097257,Heisei Tanuki Gassen Ponpoko Installed on OUTER SAPIENTIA.
2018-08-04 23:31:52.192924,Save completed.
2018-08-05 17:39:19.138492,Save completed.
2018-08-05 20:27:09.022463,Commencing Fragmentation: Yozakura Quartet Episode 3
2018-08-05 20:27:09.022463,Selected Fragment is unavailable.
2018-08-05 20:28:12.033341,Commencing Fragmentation: Yozakura Quartet Episode 3
2018-08-05 20:52:28.733633,Save completed.
2018-08-05 20:54:31.796626,Commencing Fragmentation: Yozakura Quartet Episode 4
2018-08-05 21:26:53.267659,Save completed.
2018-08-05 21:50:41.717605,1 World selected.
2018-08-05 21:50:48.727254,3D Kanojo- Real Girl populated with 12 Fragments.
2018-08-05 21:51:05.815572,2 Worlds selected.
2018-08-05 21:51:06.821302,Only 1 World needs to be selected.
2018-08-05 21:51:08.821730,1 World selected.
2018-08-05 21:51:22.801875,Copied World: Alice or Alice- Siscon Niisan to Futago no Imouto
2018-08-05 21:51:28.795184,Alice or Alice- Siscon Niisan to Futago no Imouto Installed.
2018-08-05 21:51:50.797971,0 World selected.
2018-08-05 21:51:51.795639,1 World selected.
2018-08-05 21:51:57.797003,Copied World: Amai Choubatsu- Watashi wa Kanshu Senyou Pet
2018-08-05 21:52:01.812141,Amai Choubatsu- Watashi wa Kanshu Senyou Pet Installed.
2018-08-05 21:52:19.831443,0 World selected.
2018-08-05 21:52:20.830308,1 World selected.
2018-08-05 21:52:25.840154,Amanchu! Advance populated with 12 Fragments.
2018-08-05 21:52:28.834336,0 World selected.
2018-08-05 21:52:41.816933,1 World selected.
2018-08-05 21:52:57.839260,Binan Koukou Chikyuu Boueibu Happy Kiss! populated with 12 Fragments.
2018-08-05 21:53:00.833441,0 World selected.
2018-08-05 21:53:01.835320,1 World selected.
2018-08-05 21:53:25.832132,0 World selected.
2018-08-05 21:53:50.845750,1 World selected.
2018-08-05 21:53:58.844913,Butlers- Chitose Momotose Monogatari populated with 12 Fragments.
2018-08-05 21:54:04.837538,0 World selected.
2018-08-05 21:54:04.837538,1 World selected.
2018-08-05 21:54:30.881797,Caligula populated with 12 Fragments.
2018-08-05 21:54:53.906130,0 World selected.
2018-08-05 21:54:54.906897,1 World selected.
2018-08-05 21:54:58.906918,Comic Girls populated with 12 Fragments.
2018-08-05 21:55:12.913929,0 World selected.
2018-08-05 21:55:13.913051,1 World selected.
2018-08-05 21:55:17.921150,Cutie Honey Universe populated with 12 Fragments.
2018-08-05 21:55:25.934345,0 World selected.
2018-08-05 21:55:25.934345,1 World selected.
2018-08-05 21:55:46.966427,Copied World: Devils Line
2018-08-05 21:55:48.969043,Devils Line populated with 12 Fragments.
2018-08-05 21:55:57.985547,Devils Line OVA Installed.
2018-08-05 21:56:08.980941,0 World selected.
2018-08-05 21:56:23.997847,1 World selected.
2018-08-05 21:56:30.028519,Dorei-ku The Animation populated with 12 Fragments.
2018-08-05 21:56:43.054569,0 World selected.
2018-08-05 21:56:44.060282,1 World selected.
2018-08-05 21:57:59.079202,FLCL Alternative populated with 6 Fragments.
2018-08-05 21:58:11.082588,0 World selected.
2018-08-05 21:58:12.078365,1 World selected.
2018-08-05 21:58:32.048170,Full Metal Panic! Invisible Victory populated with 12 Fragments.
2018-08-05 21:58:48.112339,0 World selected.
2018-08-05 21:58:49.113074,1 World selected.
2018-08-05 21:58:53.115555,Copied World: Fumikiri Jikan
2018-08-05 21:58:55.106985,Fumikiri Jikan Installed.
2018-08-05 21:59:07.106151,0 World selected.
2018-08-05 21:59:26.112746,1 World selected.
2018-08-05 21:59:43.114869,Legend of the Galactic Heroes- The New Thesis - Encounter populated with 12 Fragments.
2018-08-05 21:59:59.131370,2 Worlds selected.
2018-08-05 22:00:00.130025,Only 1 World needs to be selected.
2018-08-05 22:00:07.144381,1 World selected.
2018-08-05 22:00:14.140272,Golden Kamuy populated with 12 Fragments.
2018-08-05 22:00:31.149818,0 World selected.
2018-08-05 22:00:33.154028,1 World selected.
2018-08-05 22:00:38.152125,Gurazeni populated with 12 Fragments.
2018-08-05 22:00:42.159193,0 World selected.
2018-08-05 22:01:00.170125,1 World selected.
2018-08-05 22:01:05.170717,High School DxD Hero populated with 12 Fragments.
2018-08-05 22:01:25.192998,0 World selected.
2018-08-05 22:01:25.192998,1 World selected.
2018-08-05 22:01:30.195700,Hinamatsuri populated with 12 Fragments.
2018-08-05 22:01:36.202578,0 World selected.
2018-08-05 22:02:18.228554,1 World selected.
2018-08-05 22:02:27.234096,Hisone to Maso-tan populated with 12 Fragments.
2018-08-05 22:02:30.228582,0 World selected.
2018-08-05 22:02:30.228582,1 World selected.
2018-08-05 22:02:37.240992,Hoozuki no Reitetsu 2nd Season- Sono Ni populated with 13 Fragments.
2018-08-05 22:03:39.412057,2 Worlds selected.
2018-08-05 22:03:40.410769,1 World selected.
2018-08-05 22:03:41.407549,0 World selected.
2018-08-05 22:03:43.412955,1 World selected.
2018-08-05 22:03:44.419724,1 Worlds Uninstalled.
2018-08-05 22:04:32.444498,1 World selected.
2018-08-05 22:04:40.463885,Last Period- Owarinaki Rasen no Monogatari populated with 12 Fragments.
2018-08-05 22:05:00.459920,0 World selected.
2018-08-05 22:05:01.457627,1 World selected.
2018-08-05 22:05:11.464853,Lost Song populated with 12 Fragments.
2018-08-05 22:05:21.481111,0 World selected.
2018-08-05 22:05:21.481111,1 World selected.
2018-08-05 22:05:38.498980,Lostorage Conflated WIXOSS populated with 12 Fragments.
2018-08-05 22:06:00.486260,0 World selected.
2018-08-05 22:06:10.502541,1 World selected.
2018-08-05 22:06:17.784629,Mahou Shoujo Ore populated with 12 Fragments.
2018-08-05 22:06:25.800101,0 World selected.
2018-08-05 22:06:26.796844,1 World selected.
2018-08-05 22:06:29.797214,Mahou Shoujo Site populated with 12 Fragments.
2018-08-05 22:06:38.785619,0 World selected.
2018-08-05 22:06:39.780391,1 World selected.
2018-08-05 22:06:50.782279,Megalo Box populated with 13 Fragments.
2018-08-05 22:07:33.803578,0 World selected.
2018-08-05 22:07:34.803364,1 World selected.
2018-08-05 22:08:06.101259,Nil Admirari no Tenbin- Teito Genwaku Kitan populated with 12 Fragments.
2018-08-05 22:08:15.096095,0 World selected.
2018-08-05 22:08:16.098804,1 World selected.
2018-08-05 22:08:19.114414,Copied World: Nobunaga no Shinobi- Anegawa Ishiyama-hen
2018-08-05 22:08:42.188547,1 World selected.
2018-08-05 22:08:50.213273,Nobunaga no Shinobi- Anegawa Ishiyama-hen Installed.
2018-08-05 22:09:04.245253,1 World selected.
2018-08-05 22:09:10.260121,1 Worlds Uninstalled.
2018-08-05 22:09:38.293371,1 World selected.
2018-08-05 22:09:42.301481,Copied World: Omae wa Mada Gunma wo Shiranai
2018-08-05 22:09:44.310131,Omae wa Mada Gunma wo Shiranai Installed.
2018-08-05 22:09:50.318730,0 World selected.
2018-08-05 22:10:10.337507,1 World selected.
2018-08-05 22:11:24.514158,1 World selected.
2018-08-05 22:11:36.539532,Piano no Mori populated with 1 Fragments.
2018-08-05 22:11:37.535216,Copied World: Piano no Mori
2018-08-05 22:11:55.562432,0 World selected.
2018-08-05 22:12:04.552093,Piano no Mori (TV) Installed on OUTER SAPIENTIA.
2018-08-05 22:12:26.682099,1 World selected.
2018-08-05 22:12:34.681984,Rokuhoudou Yotsuiro Biyori populated with 12 Fragments.
2018-08-05 22:12:49.674972,0 World selected.
2018-08-05 22:12:50.672664,1 World selected.
2018-08-05 22:12:57.687019,Saredo Tsumibito wa Ryuu to Odoru populated with 12 Fragments.
2018-08-05 22:13:00.685147,0 World selected.
2018-08-05 22:13:20.660400,1 World selected.
2018-08-05 22:13:29.666412,Shiyan Pin Jiating populated with 12 Fragments.
2018-08-05 22:13:33.657860,0 World selected.
2018-08-05 22:13:42.673397,1 World selected.
2018-08-05 22:13:47.677393,Shokugeki no Souma- San no Sara - Toutsuki Ressha-hen populated with 12 Fragments.
2018-08-05 22:13:57.670008,0 World selected.
2018-08-05 22:13:58.667824,1 World selected.
2018-08-05 22:13:59.663531,0 World selected.
2018-08-05 22:14:00.662687,1 World selected.
2018-08-05 22:14:12.683971,Souten no Ken Re-Genesis populated with 12 Fragments.
2018-08-05 22:14:31.693752,0 World selected.
2018-08-05 22:14:33.683163,1 World selected.
2018-08-05 22:14:37.681372,Sword Art Online Alternative- Gun Gale Online populated with 12 Fragments.
2018-08-05 22:14:40.683503,0 World selected.
2018-08-05 22:14:57.700547,1 World selected.
2018-08-05 22:14:59.697962,Copied World: Tachibanakan Triangle
2018-08-05 22:15:03.702268,Tachibanakan Triangle Installed.
2018-08-05 22:15:13.681048,0 World selected.
2018-08-05 22:15:14.680934,1 World selected.
2018-08-05 22:15:21.291216,Tada-kun wa Koi wo Shinai populated with 13 Fragments.
2018-08-05 22:15:25.297703,0 World selected.
2018-08-05 22:15:30.213317,1 World selected.
2018-08-05 22:15:35.205018,Tokyo Ghoul-re populated with 12 Fragments.
2018-08-05 22:15:54.221722,0 World selected.
2018-08-05 22:15:54.221722,1 World selected.
2018-08-05 22:16:04.221475,Save completed.
2018-08-05 22:25:46.811879,1 World selected.
2018-08-05 22:25:59.817317,Copied World: Uchuu Senkan Tiramisu
2018-08-05 22:26:03.815820,Fragment Installed: Uchuu Senkan Tiramisu on Uchuu Senkan Tiramisu
2018-08-05 22:26:19.799315,0 World selected.
2018-08-05 22:26:20.802074,1 World selected.
2018-08-05 22:26:31.824932,Uma Musume- Pretty Derby populated with 13 Fragments.
2018-08-05 22:27:04.888055,0 World selected.
2018-08-05 22:27:05.883720,1 World selected.
2018-08-05 22:27:09.891831,Wotaku ni Koi wa Muzukashii populated with 11 Fragments.
2018-08-05 22:27:31.909532,2 Worlds selected.
2018-08-05 22:27:32.904241,Only 1 World needs to be selected.
2018-08-05 22:27:36.921080,1 World selected.
2018-08-05 22:27:40.932177,Copied World: Akkun to Kanojo
2018-08-05 22:27:46.939631,Fragment Installed: Akkun to Kanojo on Akkun to Kanojo
2018-08-05 22:27:56.928833,Save completed.
2018-08-05 22:28:53.009013,1 World selected.
2018-08-05 22:29:09.004121,Basilisk- Ouka Ninpou Chou populated with 24 Fragments.
2018-08-05 22:29:24.086342,0 World selected.
2018-08-05 22:29:24.086342,1 World selected.
2018-08-05 22:29:25.082233,0 World selected.
2018-08-05 22:29:25.082233,1 World selected.
2018-08-05 22:29:34.089470,Beatless populated with 20 Fragments.
2018-08-05 22:30:27.082985,Beatless Intermission Installed on AMORPHOUS SAPIENTIA.
2018-08-05 22:30:30.081236,1 World selected.
2018-08-05 22:30:36.085750,Beatless Intermission populated with 4 Fragments.
2018-08-05 22:30:50.198371,1 World selected.
2018-08-05 22:30:51.197138,Please select a world to Combine with.
2018-08-05 22:31:03.184941,1 World succesfully combined into Beatless.
2018-08-05 22:31:08.246718,1 World selected.
2018-08-05 22:32:08.266647,1 World selected.
2018-08-05 22:32:22.319920,Cardcaptor Sakura- Clear Card-hen populated with 22 Fragments.
2018-08-05 22:32:34.341818,Fragment Installed: Cardcaptor Sakura- Clear Card-hen Prologue - Sakura to Futatsu no Kuma on World: Cardcaptor Sakura- Clear Card-hen
2018-08-05 22:32:57.416985,Fragment Installed: Cardcaptor Sakura- Clear Card-hen Recap on World: Cardcaptor Sakura- Clear Card-hen
2018-08-05 22:33:09.413749,0 World selected.
2018-08-05 22:33:17.414980,1 World selected.
2018-08-05 22:33:20.409313,Darling in the FranXX populated with 24 Fragments.
2018-08-05 22:33:53.417789,0 World selected.
2018-08-05 22:33:54.414497,1 World selected.
2018-08-05 22:34:03.425206,Grancrest Senki populated with 24 Fragments.
2018-08-05 22:34:13.424595,Fragment Installed: Grancrest Senki Episode 11.5 on World: Grancrest Senki
2018-08-05 22:34:21.525767,0 World selected.
2018-08-05 22:34:34.531288,1 World selected.
2018-08-05 22:34:41.556710,Hakyuu Houshin Engi populated with 23 Fragments.
2018-08-05 22:35:10.575134,Fragment Installed: Hakyuu Houshin Engi Recap on World: Hakyuu Houshin Engi
2018-08-05 22:35:48.606177,2 Worlds selected.
2018-08-05 22:35:50.606542,1 World selected.
2018-08-05 22:36:37.617516,Senkaiden Houshin Engi Installed on OUTER SAPIENTIA.
2018-08-05 22:36:50.635309,1 World selected.
2018-08-05 22:36:56.642879,IDOLiSH7 populated with 17 Fragments.
2018-08-05 22:37:59.644435,2 Worlds selected.
2018-08-05 22:38:01.655876,1 World selected.
2018-08-05 22:38:10.664018,Ling Qi 2 populated with 12 Fragments.
2018-08-05 22:38:25.683282,0 World selected.
2018-08-05 22:38:26.678990,1 World selected.
2018-08-05 22:38:30.690039,Nanatsu no Taizai- Imashime no Fukkatsu populated with 24 Fragments.
2018-08-05 22:38:42.723188,2 Worlds selected.
2018-08-05 22:38:43.722897,Only 1 World needs to be selected.
2018-08-05 22:38:46.727025,1 World selected.
2018-08-05 22:38:51.724794,Yowamushi Pedal- Glory Line populated with 25 Fragments.
2018-08-05 22:39:18.768936,2 Worlds selected.
2018-08-05 22:39:19.771719,1 World selected.
2018-08-05 22:39:24.767941,Toji no Miko populated with 24 Fragments.
2018-08-05 22:40:23.803725,Fragment Installed: Toji no Miko Episode 12.5 on World: Toji no Miko
2018-08-05 22:40:38.808135,1 World selected.
2018-08-05 22:40:41.800546,Copied World: Shingeki no Kyojin- Lost Girls
2018-08-05 22:41:14.843551,2 Worlds selected.
2018-08-05 22:41:22.832222,Only 1 World needs to be selected.
2018-08-05 22:41:25.866322,1 World selected.
2018-08-05 22:41:28.868676,Copied World: Emiya-san Chi no Kyou no Gohan
2018-08-05 22:41:47.865203,2 Worlds selected.
2018-08-05 22:41:49.862752,1 World selected.
2018-08-05 22:41:55.872395,0 World selected.
2018-08-05 22:41:56.871297,1 World selected.
2018-08-05 22:42:07.885412,1 World selected.
2018-08-05 22:43:30.949014,Save completed.
2018-08-05 22:44:50.616188,1 World selected.
2018-08-05 22:44:52.622558,Copied World: Hugtto! Precure
2018-08-05 22:45:07.643467,0 World selected.
2018-08-05 22:45:07.643467,1 World selected.
2018-08-05 22:45:13.638185,Copied World: Huyao Xiao Hongniang- Nan Guo
2018-08-05 22:45:38.643170,2 Worlds selected.
2018-08-05 22:45:43.668934,1 World selected.
2018-08-05 22:45:46.674607,Copied World: Kamisama Minarai- Himitsu no Cocotama
2018-08-05 22:46:01.697818,0 World selected.
2018-08-05 22:46:02.693639,1 World selected.
2018-08-05 22:46:25.710860,Kamisama Minarai- Himitsu no Cocotama populated with 139 Fragments.
2018-08-05 22:46:35.716743,0 World selected.
2018-08-05 22:46:53.739040,Kirakira Happy Hirake! Cocotama Installed on AMORPHOUS SAPIENTIA.
2018-08-05 22:47:18.745507,1 World selected.
2018-08-05 22:47:20.744309,Copied World: Layton Mystery Tanteisha- Katri no Nazotoki File
2018-08-05 22:47:39.740363,2 Worlds selected.
2018-08-05 22:47:41.731832,Only 1 World needs to be selected.
2018-08-05 22:47:44.730275,1 World selected.
2018-08-05 22:47:46.728810,Copied World: Quanzhi Gaoshou (2018)
2018-08-05 22:48:51.764452,Quanzhi Gaoshou- Tebie Pian Installed on OUTER SAPIENTIA.
2018-08-05 22:48:53.766873,1 World selected.
2018-08-05 22:48:56.763000,World Uninstalled: Quanzhi Gaoshou (2018)
2018-08-05 22:48:56.763000,1 World Uninstalled.
2018-08-05 22:49:05.755513,Quanzhi Gaoshou 2nd Season Installed on AMORPHOUS SAPIENTIA.
2018-08-05 22:49:12.897235,1 World selected.
2018-08-05 22:49:14.904658,Copied World: Shima Kousaku no Asia Shinseki-den
2018-08-05 22:50:05.911370,2 Worlds selected.
2018-08-05 22:50:06.906076,1 World selected.
2018-08-05 22:50:12.904334,0 World selected.
2018-08-05 22:50:14.911759,Save completed.
2018-08-05 22:50:38.914423,1 World selected.
2018-08-05 22:51:12.903841,0 World selected.
2018-08-05 22:51:13.907523,1 World selected.
2018-08-05 22:51:15.905121,World Uninstalled: Quan Zhi Gao Shou
2018-08-05 22:51:15.905121,1 World Uninstalled.
2018-08-05 22:51:17.902535,1 World selected.
2018-08-05 22:51:20.906864,Copied World: Quanzhi Gaoshou 2nd Season
2018-08-05 22:51:32.912770,Quanzhi Gaoshou Installed on OUTER SAPIENTIA.
2018-08-05 22:51:45.937098,1 World selected.
2018-08-05 22:51:47.936517,Please select a world to Combine with.
2018-08-05 22:51:56.943536,1 World succesfully combined into Quanzhi Gaoshou.
2018-08-05 22:52:20.951913,Save completed.
2018-08-05 23:01:46.446701,Save completed.
2018-08-05 23:14:55.751394,Ys Installed on OUTER SAPIENTIA.
2018-08-05 23:15:10.884161,Ys- Tenkuu no Shinden - Adol Christine no Bouken Installed on OUTER SAPIENTIA.
2018-08-05 23:15:12.893587,Save completed.
2018-08-05 23:15:36.897234,1 World selected.
2018-08-05 23:15:38.901809,Please select a world to Combine with.
2018-08-05 23:15:43.904600,1 World succesfully combined into Ys.
2018-08-05 23:15:56.902183,1 World selected.
2018-08-05 23:15:58.902794,Copied World: Ys
2018-08-05 23:16:09.899292,Ys2 Installed on AMORPHOUS SAPIENTIA.
2018-08-05 23:16:25.907569,1 World selected.
2018-08-05 23:16:27.920226,0 World selected.
2018-08-05 23:16:27.920226,1 World selected.
2018-08-05 23:16:28.918072,Please select a world to Combine with.
2018-08-05 23:16:33.917725,1 World succesfully combined into Ys.
2018-08-05 23:16:35.922399,1 World selected.
2018-08-05 23:16:50.924228,Ys2 Installed on AMORPHOUS SAPIENTIA.
2018-08-05 23:16:51.921931,1 World selected.
2018-08-05 23:16:53.919986,Please select a world to Combine with.
2018-08-05 23:16:57.922028,1 World succesfully combined into Ys2.
2018-08-05 23:17:30.975420,Ys Installed on AMORPHOUS SAPIENTIA.
2018-08-05 23:17:32.981904,1 World selected.
2018-08-05 23:17:34.985511,Please select a world to Combine with.
2018-08-05 23:17:38.978724,1 World succesfully combined into Ys.
2018-08-05 23:17:53.955763,1 World selected.
2018-08-05 23:18:00.955807,Save completed.
2018-08-05 23:34:00.535212,1 World selected.
2018-08-05 23:34:21.654033,Mahou Shoujo Nante Mou Ii Desukara Installed on AMORPHOUS SAPIENTIA.
2018-08-05 23:34:38.857357,1 World selected.
2018-08-05 23:34:42.862244,Fragment Installed: Mahou Shoujo Nante Mou Ii Desukara on World: Mahou Shoujo Nante Mou Ii Desukara
2018-08-05 23:34:55.864790,Fragment Installed: Mahou Shoujo Nante Mou Ii Desukara 2nd Season on World: Mahou Shoujo Nante Mou Ii Desukara
2018-08-05 23:36:54.931476,Mahou Shoujo- Naria Girls Installed on OUTER SAPIENTIA.
2018-08-05 23:36:57.926875,Save completed.
2018-08-06 21:05:50.924550,Commencing Fragmentation: Yozakura Quartet Episode 5
2018-08-06 21:37:53.554569,Commencing Fragmentation: Yozakura Quartet Episode 6
2018-08-06 22:15:31.957834,Commencing Fragmentation: Yozakura Quartet Episode 6
2018-08-06 22:15:36.957438,Commencing Fragmentation: Yozakura Quartet Episode 7
2018-08-06 22:40:02.817160,Save completed.
2018-08-06 22:42:46.860850,Gokujo.- Gokurakuin Joshikou Ryou Monogatari Installed on OUTER SAPIENTIA.
2018-08-06 22:43:17.097187,1 World selected.
2018-08-06 22:43:19.096989,2 Worlds selected.
2018-08-06 22:43:21.092187,1 World selected.
2018-08-06 22:43:22.089050,2 Worlds selected.
2018-08-06 22:43:56.086083,1 World selected.
2018-08-06 22:44:21.156614,Save completed.
2018-08-06 22:52:53.500345,Sword Art Online Alternative- Gun Gale Online Episode 1 is unavailable.
2018-08-06 22:52:55.496473,Ready to materialize (mp4): Sword Art Online Alternative- Gun Gale Online Episode 1
2018-08-06 22:53:06.525973,Sword Art Online Alternative- Gun Gale Online added to Fragmentations List.
2018-08-06 22:53:13.544139,Copied World: Sword Art Online Alternative- Gun Gale Online
2018-08-06 22:54:20.979842,1 World selected.
2018-08-06 22:54:28.012871,Copied World: Sword Art Online Alternative- Gun Gale Online
2018-08-06 22:54:46.023397,Fragment Installed: Sword Art Online Alternative- Gun Gale Online Episode 5.5 on World: Sword Art Online Alternative- Gun Gale Online.
2018-08-06 22:55:13.175980,Sword Art Online Alternative- Gun Gale Online Episode 1 is unavailable.
2018-08-06 22:55:15.183129,Ready to materialize (mp4): Sword Art Online Alternative- Gun Gale Online Episode 1
2018-08-06 23:02:03.911307,Sword Art Online Alternative- Gun Gale Online Episode 2 is unavailable.
2018-08-06 23:02:04.912964,Ready to materialize (mp4): Sword Art Online Alternative- Gun Gale Online Episode 2
2018-08-06 23:02:36.897950,Sword Art Online Alternative- Gun Gale Online Episode 3 is unavailable.
2018-08-06 23:02:37.896647,Ready to materialize (mp4): Sword Art Online Alternative- Gun Gale Online Episode 3
2018-08-06 23:03:16.946334,Sword Art Online Alternative- Gun Gale Online Episode 4 is unavailable.
2018-08-06 23:03:17.941131,Ready to materialize (mp4): Sword Art Online Alternative- Gun Gale Online Episode 4
2018-08-06 23:04:10.979763,Sword Art Online Alternative- Gun Gale Online Episode 5 is unavailable.
2018-08-06 23:04:11.974470,Ready to materialize (mp4): Sword Art Online Alternative- Gun Gale Online Episode 5
2018-08-06 23:05:46.065754,Sword Art Online Alternative- Gun Gale Online Episode 5.5 is unavailable.
2018-08-06 23:05:47.060515,Ready to materialize (mp4): Sword Art Online Alternative- Gun Gale Online Episode 5.5
2018-08-06 23:06:16.076686,Sword Art Online Alternative- Gun Gale Online Episode 6 is unavailable.
2018-08-06 23:06:19.090408,Ready to materialize (mp4): Sword Art Online Alternative- Gun Gale Online Episode 6
2018-08-06 23:06:51.132783,Sword Art Online Alternative- Gun Gale Online Episode 7 is unavailable.
2018-08-06 23:06:52.132492,Ready to materialize (mp4): Sword Art Online Alternative- Gun Gale Online Episode 7
2018-08-06 23:08:58.161382,Sword Art Online Alternative- Gun Gale Online Episode 8 is unavailable.
